X,Y,Z
-0.05688200,0.10976000,-0.01758800
-0.05209300,0.15461500,-0.00405600
-0.06005700,0.13548601,-0.00665700
-0.08658300,0.11378000,0.04519500
-0.04682900,0.09129800,-0.02172000
-0.04481900,0.09133400,-0.02212700
-0.04582100,0.09131300,-0.02189500
-0.04981200,0.09128100,-0.02169000
-0.05080000,0.09128700,-0.02186700
-0.05180800,0.09130100,-0.02205500
-0.06580700,0.09096900,-0.01812000
-0.06480900,0.09100800,-0.01863700
-0.06382700,0.09102900,-0.01883000
-0.06282200,0.09104000,-0.01894800
-0.06181200,0.09105000,-0.01903000
-0.05883200,0.09116900,-0.02058600
-0.05783600,0.09121900,-0.02123500
-0.08945700,0.13103400,0.04227000
-0.08028800,0.14610900,0.04119200
-0.02512300,0.08383600,0.05315900
-0.02452300,0.08387200,0.05395500
-0.02123100,0.08390900,0.05632700
-0.02639300,0.08645500,0.05009900
-0.07890300,0.09135100,0.03585700
-0.02441600,0.09319000,0.04794300
-0.02551100,0.09314300,0.04619600
-0.07792500,0.16869301,-0.03229200
-0.07079300,0.08794700,-0.01657000
-0.07723800,0.15897401,-0.01429100
-0.07833400,0.17578700,-0.04617300
-0.02916600,0.07628600,0.04189000
-0.08149000,0.07885900,0.02894300
-0.07180600,0.08877800,0.04154100
-0.07537700,0.08876600,0.03945600
-0.04854100,0.16677800,0.00058700
-0.02540500,0.07666400,0.04940700
-0.08784800,0.14323300,0.03609700
-0.00588700,0.10881400,-0.02255100
-0.02121800,0.17861500,-0.02203100
-0.02495900,0.07671200,0.05037200
-0.07703300,0.15898199,-0.01308500
-0.08097900,0.07888300,0.02983200
-0.08322000,0.14069501,0.04428000
-0.08207500,0.12994400,0.05195300
-0.02669700,0.09177000,0.04601400
-0.09270500,0.12013700,0.04158500
-0.08867500,0.13510600,0.04138800
-0.02580900,0.07663200,0.04842400
-0.08821000,0.11897700,0.04709900
-0.07671200,0.16180500,-0.01634200
-0.00889500,0.10878600,-0.02228000
-0.04363400,0.17106199,-0.00299000
-0.07971800,0.08039800,0.03276400
-0.06838700,0.06903100,0.03288200
-0.06480500,0.08813900,-0.01888800
-0.08821100,0.09363600,0.02388100
-0.08548200,0.09246000,0.02826400
-0.01283100,0.06533500,0.05417300
-0.02643400,0.08913100,0.04865900
-0.08510400,0.10321000,0.02614200
-0.08148800,0.13939700,0.04683400
-0.01718000,0.06545800,0.05285200
-0.01798700,0.06543900,0.05225400
-0.01878700,0.06542300,0.05164500
-0.01949600,0.06540000,0.05093200
-0.02007900,0.06538200,0.05010900
-0.02061000,0.06534300,0.04923000
-0.02114100,0.06529900,0.04835200
-0.02167500,0.06525700,0.04747500
-0.02219700,0.06521700,0.04659100
-0.02270400,0.06514500,0.04565900
-0.02319600,0.06511600,0.04475800
-0.02372900,0.06507300,0.04388100
-0.02426200,0.06502900,0.04300100
-0.02481000,0.06498300,0.04213200
-0.02540000,0.06495800,0.04131800
-0.02591800,0.06491800,0.04042600
-0.02644900,0.06487600,0.03953200
-0.08385500,0.13934501,0.04495500
-0.01955700,0.09467600,0.05151300
-0.07828300,0.08601300,0.03679800
-0.07710400,0.16313601,-0.02020100
-0.07453300,0.08051900,0.03746600
-0.08756200,0.14725500,0.03148400
-0.08792400,0.13650000,0.04200500
-0.08923500,0.14445999,0.03042600
-0.02587400,0.10443700,-0.02310800
-0.08597700,0.12984800,0.04874500
-0.04583700,0.09707500,-0.02188500
-0.04416600,0.06571700,0.04025400
-0.04591100,0.06571000,0.03912800
-0.04676100,0.06571800,0.03855100
-0.04757200,0.06569100,0.03794900
-0.04844900,0.06568400,0.03741300
-0.02033100,0.09463800,0.05087600
-0.08533700,0.13929100,0.04360400
-0.08374000,0.12990500,0.05077500
-0.08908600,0.13513599,0.04027600
-0.08219700,0.12857100,0.05210300
-0.06292000,0.12236900,-0.00879800
-0.07287400,0.14981200,-0.03797300
-0.08172400,0.10067100,0.03131800
-0.05980900,0.08825000,-0.02017200
-0.08834100,0.12030700,0.04718000
-0.06483100,0.08957400,-0.01870400
0.01311600,0.10867100,-0.01872100
-0.07329100,0.06824800,0.02552600
-0.05482900,0.09129700,-0.02217600
-0.05281100,0.09130600,-0.02218800
-0.05382000,0.09130200,-0.02219400
-0.04881500,0.09128800,-0.02170500
-0.04782300,0.09129200,-0.02170900
-0.07293700,0.12965500,-0.00843700
-0.07764400,0.11218900,0.04671300
-0.06101100,0.13258500,-0.00747000
-0.06989300,0.10372800,-0.01367500
-0.06728300,0.17966001,-0.05953300
0.01012200,0.10870500,-0.01950800
-0.06790000,0.10380000,-0.01470100
0.00812600,0.10872600,-0.01990600
0.00714800,0.10876400,-0.02004900
-0.07294000,0.06768400,0.02432300
-0.04608000,0.15316500,-0.00636900
-0.06490700,0.12090700,-0.00883700
-0.06082700,0.09106800,-0.01919600
-0.05618900,0.15955800,0.00559600
-0.07632200,0.15900300,-0.01100500
-0.07359200,0.08330100,0.03926300
-0.02531200,0.08652700,0.05184600
-0.02584900,0.08648900,0.05097200
-0.05304700,0.16245700,0.00378600
-0.01951700,0.09336300,0.05291800
-0.01863500,0.09336400,0.05344900
-0.07189100,0.09953300,0.03988500
-0.08873800,0.13916300,0.03848000
-0.08125500,0.10738000,0.02923000
-0.02524700,0.07366900,0.04651600
-0.07610800,0.08329200,0.03753200
-0.02649200,0.08507900,0.05026300
-0.08350900,0.13127001,0.05050200
-0.08308600,0.08030100,0.02755300
-0.08902600,0.14849301,0.02728900
-0.04856000,0.16400000,0.00493100
-0.01654000,0.09978200,0.04407600
-0.07763400,0.16588700,-0.02683000
-0.08721600,0.09371700,0.02571400
-0.08210000,0.08852300,0.03209000
-0.08164200,0.14073201,0.04553500
-0.08333300,0.12170500,0.04923900
-0.08442800,0.13800400,0.04556200
-0.07053900,0.10087100,0.03991600
-0.07806900,0.10624300,0.03335400
-0.09052300,0.12292900,0.04501700
-0.07734400,0.11906700,0.05182300
-0.08856200,0.12703200,0.04576500
-0.07414300,0.10087700,0.03777900
-0.02314700,0.09194800,0.05093700
-0.05511700,0.15606900,-0.00176900
-0.08970500,0.12429300,0.04557600
-0.08844200,0.13377200,0.04260300
-0.07540400,0.09146200,0.03940500
-0.01778900,0.09982000,0.04390000
-0.01304100,0.06398500,0.05437800
-0.01977300,0.09984000,0.04427700
-0.08208500,0.10600600,0.02869300
-0.01717800,0.09716700,0.04907000
-0.01686300,0.06400700,0.05260400
-0.01762300,0.06400500,0.05193700
-0.01835600,0.06397400,0.05125400
-0.01906100,0.06395300,0.05053900
-0.01965500,0.06392800,0.04972500
-0.02022800,0.06391000,0.04890100
-0.02078600,0.06386000,0.04804000
-0.02128800,0.06382500,0.04714500
-0.02180000,0.06378900,0.04625500
-0.02232500,0.06374500,0.04536900
-0.02285800,0.06370300,0.04449000
-0.02342700,0.06365100,0.04363400
-0.02397300,0.06360400,0.04276100
-0.02458300,0.06357300,0.04196100
-0.02515200,0.06352200,0.04110400
-0.02571100,0.06347300,0.04024300
-0.01789400,0.09718600,0.04837800
-0.07649600,0.15489900,-0.00509400
-0.07590000,0.16181800,-0.01433400
-0.07953900,0.11768600,0.04978500
-0.08542500,0.14728500,0.03500500
-0.02224600,0.07391500,0.05199300
-0.05674500,0.15948001,0.00480300
-0.08386900,0.11763300,-0.00194200
-0.08181100,0.13671599,0.04865900
-0.01867000,0.09715500,0.04775300
-0.04411500,0.06435500,0.04020600
-0.04493000,0.06433700,0.03960800
-0.04572000,0.06432600,0.03896900
-0.04650100,0.06431300,0.03833000
-0.04722700,0.06428200,0.03764000
-0.04800800,0.06427000,0.03700100
-0.04870600,0.06424300,0.03628900
-0.02103200,0.09461500,0.05016800
-0.02171600,0.09456600,0.04944400
-0.01929500,0.09713200,0.04694600
-0.01975700,0.09713400,0.04602200
-0.02050000,0.09717600,0.04532800
-0.02165500,0.09721000,0.04497000
-0.07696800,0.15621200,-0.01025200
-0.02292400,0.09720700,0.04490100
-0.02405600,0.09722800,0.04463100
0.01212500,0.10869000,-0.01900100
-0.06190400,0.10401800,-0.01804500
-0.05583500,0.09128300,-0.02203200
0.00512300,0.10873200,-0.02018300
-0.02809700,0.16079000,-0.01407700
-0.02517200,0.17120001,-0.01948500
0.00612100,0.10873200,-0.02016300
-0.03408100,0.15926901,-0.01277700
-0.05311500,0.15608400,-0.00339600
-0.01527100,0.18158400,-0.02716100
-0.05901300,0.12817900,-0.00718300
-0.08879800,0.11429400,0.02640600
0.00912600,0.10871600,-0.01965600
-0.01326100,0.17566299,-0.02756500
-0.04313700,0.16065200,-0.01008400
0.00111900,0.10872000,-0.02039000
-0.05489300,0.11121800,-0.01749200
-0.07584100,0.11490300,-0.00554300
-0.06489400,0.10391100,-0.01659400
-0.07487800,0.12230400,-0.00772300
-0.02933100,0.07918600,0.04337200
-0.07624100,0.09010000,0.03886700
-0.06701900,0.09010600,0.04379000
-0.08669500,0.09510900,0.02656500
-0.08246700,0.08443200,0.03115500
-0.02597300,0.08511900,0.05114600
-0.02031700,0.09336700,0.05231100
-0.08638100,0.14863200,0.03168500
-0.01767200,0.09335700,0.05389700
-0.08002100,0.10205700,0.03240200
-0.02547200,0.08516500,0.05204200
-0.05614400,0.04824000,0.03834200
-0.08351500,0.15001100,0.03301400
-0.07919400,0.08322200,0.03497400
-0.08653800,0.14727899,0.03329300
-0.08019700,0.11763200,0.04908200
-0.08351300,0.08435900,0.02939300
-0.08566000,0.08545300,0.02441700
-0.08511200,0.13393600,0.04777100
-0.07893800,0.16861600,-0.03549300
-0.08085400,0.14074899,0.04615900
-0.07576000,0.10082000,0.03665100
-0.08929000,0.14981399,0.02468500
-0.08745100,0.13382800,0.04443400
-0.06740400,0.08331100,0.04299500
-0.08785300,0.12704501,0.04646500
-0.08716700,0.12706500,0.04719300
-0.06995000,0.13405500,-0.00826700
-0.06289500,0.11946100,-0.00917200
-0.08550300,0.14063700,0.04231900
-0.06486800,0.09532900,-0.01811300
-0.07784400,0.11486700,-0.00473400
-0.06295400,0.12529700,-0.00870700
-0.01311200,0.06260500,0.05451300
-0.01394700,0.06258400,0.05398400
-0.03084700,0.09724000,-0.02334000
-0.02743300,0.08082800,0.04845000
-0.01743300,0.06259100,0.05179000
-0.01813800,0.06256900,0.05108000
-0.01880500,0.06252600,0.05032500
-0.01943900,0.06252000,0.04956000
-0.01996200,0.06247900,0.04867700
-0.02049300,0.06243400,0.04779800
-0.02103200,0.06239100,0.04692500
-0.02156800,0.06234700,0.04604600
-0.02209600,0.06230600,0.04516500
-0.02263700,0.06225900,0.04429100
-0.02317900,0.06221400,0.04341500
-0.02378500,0.06218300,0.04261500
-0.02442900,0.06214700,0.04183600
-0.02503200,0.06211600,0.04103200
-0.02558200,0.06207200,0.04016500
-0.02616400,0.06204600,0.03933900
-0.05242100,0.16245300,0.00456300
-0.08755000,0.12032600,0.04781600
-0.09095100,0.14707300,0.02502600
-0.08871700,0.11759700,0.04621000
-0.02716200,0.08367500,0.04952500
-0.08479500,0.14729699,0.03578600
-0.02152300,0.07394600,0.05269000
-0.08012600,0.10608000,0.03097700
-0.07777200,0.08327300,0.03637100
-0.08474500,0.09112700,0.02898500
-0.09014600,0.12965100,0.04157900
-0.04400600,0.06296900,0.04013500
-0.04481300,0.06295700,0.03952400
-0.04560100,0.06294500,0.03889000
-0.04634000,0.06292000,0.03820900
-0.04706000,0.06289200,0.03750900
-0.04779600,0.06289100,0.03682400
-0.04844300,0.06284700,0.03605700
-0.04909000,0.06280000,0.03528400
-0.04977300,0.06277900,0.03455200
-0.02231800,0.09451500,0.04863900
-0.02290500,0.09455300,0.04780100
-0.07961900,0.10474900,0.03192700
-0.08599900,0.13525701,0.04577800
-0.07291200,0.09285100,0.04111200
-0.08202500,0.08582500,0.03208600
0.00411600,0.10872500,-0.02017200
-0.05683100,0.09125700,-0.02173900
-0.04203000,0.15330601,-0.00761900
-0.05991100,0.10971200,-0.01638400
-0.03915600,0.16218300,-0.01240200
-0.02615500,0.16971301,-0.01870200
0.00412500,0.10729700,-0.02030300
-0.06691900,0.11375200,-0.01078800
-0.06694100,0.12676901,-0.00883900
-0.07777500,0.11337500,-0.00398800
-0.06204400,0.16671100,-0.06061800
-0.05510200,0.15459099,-0.00203500
-0.06996900,0.13552900,-0.00821900
-0.03016900,0.17414100,-0.01653300
-0.03917500,0.16666999,-0.01239100
-0.08099000,0.13534600,-0.00326200
-0.07489100,0.10354000,-0.01085600
-0.04109000,0.15767901,-0.01029500
-0.07961900,0.08997800,0.03519700
-0.07899000,0.09000500,0.03598100
-0.06703300,0.08193400,0.04265700
-0.08895300,0.12432100,0.04624500
-0.08816900,0.12433600,0.04688300
-0.02429200,0.09187700,0.04926700
-0.05192000,0.04930900,0.03539000
-0.08629200,0.15121000,0.02730400
-0.02342100,0.07388400,0.05035000
-0.08509700,0.13123301,0.04925000
-0.07884900,0.11770000,0.05050900
-0.07535400,0.10488400,0.03614200
-0.07413500,0.08604800,0.03971800
-0.08079500,0.10605200,0.03024000
-0.08214500,0.09123200,0.03204200
-0.07799300,0.17150301,-0.03794800
-0.02290700,0.08527200,0.05512500
-0.08397000,0.08431100,0.02843600
-0.01212000,0.10245800,0.04383500
-0.04544500,0.16825400,0.00168900
-0.08315200,0.14867701,0.03551000
-0.08483900,0.12437100,0.04923500
-0.07212000,0.14978600,-0.04029100
-0.08660000,0.12982200,0.04794100
-0.07680200,0.12180000,0.05260800
-0.08969000,0.11620300,0.04439400
-0.08101600,0.09535800,0.03359400
-0.05599700,0.12815499,-0.00607800
-0.08526500,0.14862999,0.03339500
-0.07768000,0.12177900,0.05207200
-0.07627600,0.17914900,-0.05088400
-0.08190300,0.12361400,-0.00465500
-0.01373500,0.06117800,0.05379600
-0.01455300,0.06115000,0.05322300
-0.02513400,0.08788200,0.05163400
-0.01732600,0.06118800,0.05172500
-0.01807300,0.06118700,0.05105800
-0.01871600,0.06114700,0.05028900
-0.01927900,0.06109900,0.04943500
-0.01983900,0.06107500,0.04860200
-0.02033700,0.06101300,0.04767300
-0.02088100,0.06097000,0.04679900
-0.02147500,0.06093800,0.04599100
-0.02203000,0.06091100,0.04516000
-0.02256000,0.06084900,0.04424400
-0.02312900,0.06082100,0.04341900
-0.02369600,0.06077400,0.04256000
-0.02431700,0.06074100,0.04177000
-0.02493600,0.06070800,0.04097500
-0.02550200,0.06066200,0.04011900
-0.02607700,0.06063500,0.03929100
-0.07087800,0.06345800,0.01961700
-0.08587500,0.14860199,0.03260000
-0.08560200,0.13661499,0.04535000
-0.09050400,0.14709900,0.02598900
-0.08695700,0.13384800,0.04537000
-0.07386600,0.08467500,0.03949100
-0.08403600,0.14734200,0.03643200
-0.02389100,0.07382500,0.04939800
-0.07121700,0.08469800,0.04107500
-0.07849300,0.08324200,0.03568200
-0.08421300,0.09252200,0.02982500
-0.04465500,0.06155200,0.03942500
-0.04550200,0.06156000,0.03883100
-0.04624200,0.06153600,0.03815300
-0.04699500,0.06153000,0.03748100
-0.04764800,0.06149100,0.03671500
-0.04831100,0.06147400,0.03596400
-0.04894200,0.06143700,0.03517500
-0.04956500,0.06140100,0.03438000
-0.05019600,0.06136400,0.03359200
-0.05077800,0.06133600,0.03277000
-0.05125400,0.06126400,0.03182300
-0.05176800,0.06122600,0.03093200
-0.05221900,0.06116700,0.02996900
-0.05271700,0.06113700,0.02906900
-0.05392000,0.06101300,0.02742600
-0.05489500,0.06109900,0.02701400
-0.05551600,0.06106500,0.02621700
-0.05683700,0.06135900,0.02609400
-0.07646300,0.15761600,-0.00941000
-0.05306500,0.15015800,-0.00286600
-0.07397000,0.13548601,-0.00709700
-0.03718900,0.16668500,-0.01355800
-0.04705600,0.06972200,0.04038800
-0.06397500,0.12822600,-0.00858300
-0.06695400,0.12823699,-0.00895700
-0.02984400,0.09725300,-0.02357100
-0.07484300,0.11492400,-0.00608000
-0.02685500,0.09872700,-0.02397700
-0.06589800,0.11658100,-0.00961200
-0.08192200,0.12508699,-0.00482100
-0.07571600,0.07120400,0.02772200
-0.07592700,0.10841100,0.03764200
-0.05207300,0.15015700,-0.00315200
-0.02153200,0.07681600,0.05403300
-0.08384100,0.08842400,0.02957900
-0.01326800,0.10110700,0.04370700
-0.08297300,0.12718099,0.05150500
-0.07557100,0.10217800,0.03644000
-0.07633800,0.16179900,-0.01529500
-0.07966600,0.08863800,0.03528900
-0.08563500,0.15129800,0.02804100
-0.02187600,0.10584900,-0.02246200
-0.07745500,0.15894800,-0.01542700
-0.08158900,0.09261800,0.03284300
-0.08761400,0.11627200,0.04651700
-0.07143300,0.10088200,0.03941700
-0.07843700,0.17147200,-0.03892700
-0.08572900,0.12170200,0.04884100
-0.08796800,0.13379499,0.04354900
-0.08072100,0.08455000,0.03365500
-0.08228000,0.13938300,0.04621000
-0.04616500,0.16826400,0.00099800
-0.07703000,0.16731900,-0.02748400
-0.08745600,0.14190900,0.03857300
-0.07280600,0.08787800,-0.01571300
-0.03284200,0.09721700,-0.02319300
-0.06890300,0.08876200,0.04288100
-0.07771200,0.09006000,0.03752500
-0.04472300,0.16965900,-0.00047300
-0.08900600,0.11621000,0.04512400
-0.08303600,0.09528700,0.03138100
-0.09174800,0.12288800,0.04338400
-0.08555000,0.08832200,0.02704600
-0.02785700,0.09729800,-0.02399100
-0.07715900,0.16035900,-0.01579900
-0.01327500,0.05972700,0.05337900
-0.01401000,0.05967600,0.05272900
-0.02573300,0.07513600,0.04697800
-0.07704600,0.16177601,-0.01740800
-0.08102900,0.09400600,0.03364900
-0.01791200,0.05976500,0.05094000
-0.01857000,0.05972500,0.05018300
-0.01916700,0.05969800,0.04936800
-0.01970700,0.05965300,0.04849400
-0.02025700,0.05962400,0.04765400
-0.02081400,0.05957900,0.04679300
-0.02141500,0.05954600,0.04598900
-0.02197300,0.05950100,0.04512600
-0.02251700,0.05945500,0.04425200
-0.02306000,0.05941200,0.04337900
-0.02362300,0.05936700,0.04251800
-0.02421800,0.05933500,0.04171000
-0.02481600,0.05930300,0.04090300
-0.02537600,0.05925900,0.04004100
-0.02595300,0.05922700,0.03921600
-0.02480400,0.07376300,0.04752500
-0.07740200,0.10079100,0.03546700
-0.08841800,0.13648500,0.04107000
-0.09003300,0.14710499,0.02693400
-0.07299200,0.08468000,0.04003300
-0.08253700,0.14737000,0.03776100
-0.02438100,0.07380300,0.04849900
-0.09008300,0.11753400,0.04473400
-0.08966700,0.14443500,0.02946300
-0.07132800,0.09820400,0.04076100
-0.04452700,0.06017000,0.03934100
-0.04536700,0.06015600,0.03876500
-0.04619400,0.06016400,0.03814400
-0.04691700,0.06014100,0.03744600
-0.04759400,0.06012200,0.03670200
-0.04823500,0.06008700,0.03592300
-0.04886200,0.06005300,0.03512900
-0.04947600,0.06001800,0.03432600
-0.05007500,0.05998600,0.03351300
-0.05058800,0.05994200,0.03261900
-0.05106700,0.05988000,0.03167000
-0.05151200,0.05982300,0.03070300
-0.05193800,0.05976800,0.02972800
-0.05234500,0.05972500,0.02874500
-0.05262800,0.05964700,0.02761500
-0.05296500,0.05959100,0.02655800
-0.05314400,0.05956500,0.02539900
-0.05370300,0.05945000,0.02447000
-0.05448900,0.05943900,0.02384500
-0.05528100,0.05942800,0.02321800
-0.05598800,0.05940600,0.02250600
-0.05826600,0.05972800,0.02192800
-0.01714400,0.16828901,-0.02072800
-0.06906100,0.11067600,0.04095400
-0.03384700,0.09721100,-0.02308300
-0.02488100,0.10586900,-0.02251900
-0.04416000,0.16214199,-0.00945500
-0.02287700,0.10587000,-0.02251300
-0.06613200,0.16237301,-0.05816500
-0.06811900,0.15804000,-0.05439000
-0.03114100,0.16820601,-0.01665400
0.00911800,0.11015100,-0.01952200
-0.06180800,0.08817100,-0.01916800
-0.07555000,0.07911200,0.03570400
-0.08281200,0.08303300,0.03013200
-0.07539500,0.09010800,0.03943700
-0.08619400,0.10050000,0.02589900
-0.01647300,0.10119000,0.04396000
-0.07622300,0.16043000,-0.01257100
-0.07773100,0.08872100,0.03758100
-0.07094800,0.08332100,0.04085400
-0.08029000,0.10473200,0.03118100
-0.06081600,0.08819700,-0.01944100
-0.02057900,0.09068200,0.05405700
-0.07813200,0.17293900,-0.04071900
-0.07885800,0.17144801,-0.03990200
-0.07216600,0.09822000,0.04022800
-0.07308300,0.09819600,0.03970800
-0.07392500,0.09817700,0.03913200
-0.07992700,0.14079501,0.04666000
-0.07466400,0.09817300,0.03846900
-0.07202300,0.14954300,-0.03911800
-0.08690400,0.14192900,0.03943700
-0.02450700,0.07676100,0.05133300
-0.07543000,0.09815000,0.03781900
-0.08268400,0.08848900,0.03124800
-0.07468400,0.14995000,-0.02940200
-0.08397200,0.08977900,0.02965700
-0.08671600,0.13251200,0.04658100
-0.08125100,0.10880200,0.02932000
-0.08829500,0.11623500,0.04583200
-0.07843600,0.17006101,-0.03605700
-0.07622200,0.09813900,0.03719800
-0.07702000,0.09812800,0.03658100
-0.01177800,0.05826300,0.05334000
-0.01267600,0.05824000,0.05283800
-0.01341300,0.05818700,0.05219100
-0.07781900,0.09812000,0.03596800
-0.07859000,0.09809700,0.03531400
-0.07933400,0.09808900,0.03466000
-0.01765000,0.05833300,0.05072700
-0.01842200,0.05832900,0.05008000
-0.01904700,0.05829400,0.04929400
-0.01964900,0.05826400,0.04849000
-0.02024700,0.05823100,0.04768000
-0.02078000,0.05818500,0.04680300
-0.02132800,0.05814100,0.04593400
-0.02190700,0.05810800,0.04511600
-0.02244900,0.05806200,0.04424400
-0.02301000,0.05801800,0.04338300
-0.02356600,0.05797200,0.04251700
-0.02418300,0.05794000,0.04172100
-0.02475000,0.05789400,0.04086300
-0.02527300,0.05785000,0.03997900
-0.02587500,0.05781800,0.03917300
-0.02640000,0.05777500,0.03828600
-0.02715900,0.05777400,0.03760300
-0.08007800,0.09806100,0.03398700
-0.07536100,0.07243300,0.03024000
-0.08883400,0.13644300,0.04009600
-0.08708700,0.14726500,0.03243000
-0.08325600,0.14736700,0.03706300
-0.07388900,0.11939200,-0.00790300
-0.08234900,0.13266499,0.05073600
-0.05360200,0.16235700,0.00297300
-0.08301400,0.08160400,0.02895600
-0.08078200,0.09803700,0.03328300
-0.04442200,0.05877600,0.03929100
-0.04530400,0.05878200,0.03873700
-0.04615000,0.05879000,0.03814300
-0.04687200,0.05876700,0.03744300
-0.04752200,0.05873400,0.03667300
-0.04819600,0.05871400,0.03592500
-0.04881900,0.05868000,0.03513300
-0.04943200,0.05864700,0.03432800
-0.04998200,0.05860100,0.03345900
-0.05048600,0.05855600,0.03255600
-0.05094000,0.05849800,0.03159300
-0.05138600,0.05844200,0.03062500
-0.05179300,0.05839000,0.02964400
-0.05210700,0.05830600,0.02852300
-0.05235100,0.05823100,0.02738100
-0.05252000,0.05814600,0.02615900
-0.05261100,0.05805000,0.02485600
-0.05266700,0.05797800,0.02354900
-0.05279900,0.05787000,0.02225100
-0.05353700,0.05786400,0.02151700
-0.05426000,0.05779600,0.02084000
-0.05504900,0.05778400,0.02021400
-0.08150600,0.09802400,0.03259400
-0.07887800,0.17286500,-0.04277400
-0.08018900,0.09265700,0.03426600
-0.07407500,0.07913200,0.03705500
-0.02560200,0.09181800,0.04775700
-0.06967700,0.08605600,0.04233400
-0.08553500,0.09381700,0.02826600
-0.07872700,0.09540300,0.03554300
-0.08239700,0.09531400,0.03215600
-0.08434100,0.09523600,0.02986800
-0.08722500,0.09507400,0.02568600
-0.08319400,0.13262600,0.05014700
-0.08333400,0.08980700,0.03043800
-0.08152300,0.08990000,0.03287500
-0.07835500,0.09003300,0.03675900
-0.08259200,0.08579900,0.03126200
-0.09180400,0.12154100,0.04348400
-0.08219900,0.09800100,0.03187500
-0.08560800,0.14461701,0.03808000
-0.02627700,0.07953400,0.05019800
-0.08537800,0.12849399,0.04961200
-0.08083700,0.08589600,0.03372800
-0.08285500,0.09798200,0.03111400
-0.07752200,0.10482300,0.03406900
-0.07273500,0.08329600,0.03983000
-0.08352700,0.09795300,0.03038000
-0.08896000,0.13104901,0.04320600
-0.08416900,0.09793100,0.02960600
-0.07691600,0.08739700,0.03821000
-0.09347900,0.12965900,0.02124000
-0.08269500,0.08983800,0.03121800
-0.08340100,0.14600299,0.03865700
-0.08413500,0.14601900,0.03797800
-0.07846700,0.14746100,0.04073000
-0.08691800,0.14860401,0.03081500
-0.08465100,0.13530099,0.04727800
-0.08612100,0.13254900,0.04739500
-0.07692800,0.12521100,-0.00745900
-0.08673100,0.11626400,0.04711600
-0.09057800,0.12159200,0.04510000
-0.07848200,0.17561901,-0.04751500
-0.02186000,0.08931300,0.05396000
-0.08478600,0.09790200,0.02881100
-0.01211500,0.05680300,0.05229900
-0.01299000,0.05680500,0.05175900
-0.08538700,0.09787000,0.02800600
-0.08599300,0.09784000,0.02720600
-0.01737400,0.05690600,0.05049600
-0.01808900,0.05688300,0.04979600
-0.01880000,0.05686100,0.04908900
-0.01949100,0.05684200,0.04836800
-0.02013200,0.05680800,0.04758700
-0.02072300,0.05677700,0.04677300
-0.02130400,0.05674700,0.04595300
-0.02184200,0.05670200,0.04508000
-0.02237400,0.05665800,0.04419800
-0.02298200,0.05662500,0.04339900
-0.02356300,0.05657900,0.04255200
-0.02413200,0.05653100,0.04169500
-0.02472700,0.05649900,0.04088400
-0.02526900,0.05645200,0.04001200
-0.02580100,0.05640900,0.03913700
-0.02639100,0.05637700,0.03831700
-0.02702100,0.05634300,0.03753600
-0.08656400,0.09781300,0.02635300
-0.06895700,0.13406201,-0.00839100
-0.09012200,0.14441399,0.02850600
-0.02468700,0.08923700,0.05113900
-0.02780400,0.07495600,0.04339300
-0.08521100,0.08693500,0.02674300
-0.08125600,0.10335400,0.03077200
-0.09158900,0.11884500,0.04335500
-0.08704400,0.09777500,0.02541000
-0.04432400,0.05738500,0.03925700
-0.04525100,0.05740700,0.03871500
-0.04605300,0.05740100,0.03809400
-0.04679500,0.05737900,0.03741300
-0.04748600,0.05735700,0.03668300
-0.04812800,0.05732600,0.03589600
-0.04878500,0.05730300,0.03514400
-0.04937100,0.05725900,0.03429500
-0.04996500,0.05722700,0.03347900
-0.05047100,0.05718000,0.03257900
-0.05092500,0.05712400,0.03161500
-0.05133400,0.05706700,0.03063100
-0.05165500,0.05698400,0.02951300
-0.05196600,0.05691800,0.02845100
-0.05214300,0.05682900,0.02722700
-0.05225200,0.05672500,0.02592700
-0.05225200,0.05661600,0.02454100
-0.05218000,0.05649600,0.02307200
-0.05202700,0.05636500,0.02151900
-0.05192500,0.05631600,0.02013500
-0.05202200,0.05610800,0.01866700
-0.05152800,0.05592100,0.01677200
-0.07700800,0.09008200,0.03822700
-0.05352300,0.05560300,0.01171900
-0.08757100,0.09773800,0.02452700
-0.08804300,0.09770100,0.02357600
-0.05067300,0.16252500,0.00564300
-0.08435000,0.08425300,0.02740200
-0.07525500,0.08328500,0.03809600
-0.03780300,0.08858000,-0.02350000
-0.08518100,0.08972700,0.02805200
-0.08276100,0.09120600,0.03124600
-0.02272100,0.07974400,0.05510100
-0.02179900,0.08663500,0.05539200
-0.02085300,0.08664100,0.05587700
-0.09177900,0.11746300,0.04217500
-0.08182800,0.14737400,0.03845500
-0.08270900,0.13128500,0.05111900
-0.08843100,0.13107900,0.04408500
-0.08362300,0.08571300,0.02945600
-0.08172400,0.14867900,0.03690000
-0.07794600,0.17010701,-0.03516000
-0.06805200,0.08742400,0.04351200
-0.08398500,0.13260899,0.04951900
-0.08029600,0.08727400,0.03456100
-0.05581300,0.08838200,-0.02186000
-0.02018800,0.07540100,0.05414000
-0.02357300,0.09449300,0.04706500
-0.08991800,0.13100500,0.04131400
-0.08609600,0.14596701,0.03570300
-0.08547600,0.14599100,0.03649100
-0.08677200,0.14060099,0.04074900
-0.08877900,0.14049301,0.03709400
-0.08035700,0.08035500,0.03198700
